Labels,Text,Text_Tag,Label_Text
1,Were the most highly taxed nation in the world.,taxes,False
5,"Even if you took literally every single ounce of platinum in the world, it still wouldnt add up to enough needed to pay down our nations debt.",debt,True
1,"Says under Oregon law, girls from 15 years of age and up are given complete control over whether to be sterilized or not.","health-care,public-health",False
1,The Justice Departments Fast and Furious gun-walking program started in the Bush administration.,guns,False
1,"As unbelievable as it sounds, your tax dollars are funding the federal governments Zombie Apocalypse Plan. I kid you not.",federal-budget,False
1,Rob Portman is the one who actually sucked the jobs out of the (Mahoning) Valley and sent them to China.,economy,False
1,"Says actor Dwayne The Rock Johnson wore a T-shirt stating: We Stand for the flag, we kneel for the fallen.","fake-news,pop-culture",False
1,"Ending federal funding for National Public Radio would jeopardize 9,000 jobs.",jobs,False
5,Says Florida refused to allow theinsurance commissioner to negotiate lower rates with companies or refuse rates that are too high under Obamacare.,"health-care,states",True
1,Rick Scott has said that he would do away with the Department of Community Affairs.,state-budget,False
5,Georgias CRCT set some of the lowest expectations for student proficiency in the nation.,education,True
5,"He's been endorsed by ""every major newspaper here in the state of Texas.""",elections,True
5,The House of Representatives does not have a prochoice majority.,abortion,True
5,"To give a sense of how families are struggling, a record four out of every 10 school kids in Ohio now qualifies for subsidized lunch.","children,economy,families,poverty",True
5,Florida is the largest dog-racing state in the country.,"animals,gambling,tourism",True
5,We cut our deficits by more than half.,"deficit,economy,federal-budget",True
5,Says U.S. Sen. Ron Johnson voted to let oil and gas companies emit unlimited carbon pollution into our air,"climate-change,energy,environment,transportation",True
5,"What do Rutgers University, Kean University, Montclair State University, New Jersey City University, Stockton College, Rowan University and William Paterson all have in common? They all graduate less than 50 percent of their students within four years.",education,True
5,Says a change in law he carried stopped a $100 million tax increase in the Dallas school district.,"education,taxes",True
1,Jeff Greene on why hewent Cuba.,"candidates-biography,ethics",False
1,"The average (public school) teacher in Wisconsins making $89,000 a year in salary and benefits.","education,labor,state-budget",False
5,Currently it costs more than a penny for the U.S. Mint to make a one cent coin and more than a nickel to make the five cent piece.,economy,True
1,Says he never voted for a tax increase.,"debt,deficit,taxes",False
5,Gov. Rick Scotts sale of the state planes was not proper.,"legal-issues,state-budget",True
1,The health care law is job killing.,"economy,health-care",False
5,Says theres no language in the U.S. Constitution that prevents someone from running for Congress simultaneously in multiple states.,elections,True
1,"In 2010, Betty Sutton voted to destroy Medicare.","health-care,job-accomplishments,medicare",False
1,The fiscal cliff agreement was the largest tax increase in history.,"federal-budget,health-care,taxes",False
5,On the mosque near ground zero.,religion,True
1,"Obama ""has no experience or background at all in national security affairs.""",foreign-policy,False
1,White House spokesman Robert Gibbs lied when he said President Obamas birth certificate is posted on the Internet.,"candidates-biography,obama-birth-certificate",False
1,A provision in the health care reform bill for end-of-life counseling for seniors is not entirely voluntary.,health-care,False
5,"When McCain was questioned about hiring lobbyists to his campaign staff, ""his top lobbyist actually had the nerve to say, 'The American people won't care about this.' ""","elections,ethics",True
5,Three of our cities are among the top five worst cities in the U.S. for asthma.,"energy,environment,government-regulation,health-care,public-health,market-regulation",True
1,"For every 33 pregnant women that walk into a Planned Parenthood clinic, 32 receive an abortion.","abortion,deficit,federal-budget",False
5,"Virginia spends $400,000 on abstinence programs while losing $2.5 million in federal funds due to Gov. Bob McDonnells political agenda.","abortion,state-budget",True
1,Says Democratic Party created the Ku Klux Klan.,"civil-rights,history",False
5,Says Donald Trump mocked someone with a disability.,disability,True
1,"Says the state auditor found that 37 percent of the 428,000 students receiving free and reduced-price lunches are ineligible.",education,False
5,President Obama campaigned on a promise to put reproductive health care at the center of his reform plan.,"abortion,health-care",True
5,The House of Representatives has never sued a sitting president in all of U.S. history.,"congress,legal-issues",True
1,Only five Texas counties account for almost 90 percent of the (states) cattle industry.,agriculture,False
1,"Kasichs trade deals cost Ohio thousands of jobs - 49,000 jobs to Mexico, 91,000 to China.","economy,message-machine,trade",False
5,"Says with Jon Corzine, its the first time, I think, in history where a former Senator has been subpoenaed to testify before his former colleagues.",history,True
1,Says he never supported federal health care individual mandate.,"candidates-biography,government-regulation,health-care,public-health",False
5,Just 400 Americans -- 400 -- have more wealth than half of all Americans combined.,"economy,poverty,state-budget",True
1,Says Florida had five sanctuary cities while Jeb Bush was governor.,immigration,False
1,On timing of announcement for president.,"elections,job-accomplishments,state-budget",False
5,"In 1976, the first year that Pell Grants were fully funded, a full Pell Grant paid 72 percent of the cost of attendance at a typical four-year public college. Today, a full Pell Grant covers just 34 percent of those costs.",education,True
5,"We have 17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the Kremlin, and they are designed to influence our election.","elections,foreign-policy,history,homeland-security",True
1,"In Buffalos SolarCity project, Andrew Cuomo will create maybe 500 jobs if it ever happens at all, at about $1.5 million per job.","economy,jobs",False
5,"Obama said his proposed $1,000 emergency energy rebate ""will be enough to offset the increased cost of gas for a working family over the next 4 months.""",energy,True
5,Says fewer than 30 percent of Texas college students graduate in four years and only 58 percent graduate within six years.,education,True
5,"Says Mitt Romney told university students in Ohio that to start a business, they should borrow money if you have to from your parents.","economy,small-business",True
5,Newt Gingrich teamed with Nancy Pelosi and Al Gore on global warming.,"climate-change,environment,message-machine-2012",True
1,The Senate immigration bill unleashes a massive increase in overall immigration. Were talking about a population increase under the Senate bill of over 70 million people in 20 years.,immigration,False
1,"Obama ""shunned the opportunity to talk to soldiers to thank them for their service.""",foreign-policy,False
1,Do you know that we have pipes carrying natural gas in this country that are made of wood? Im not joking.,"energy,pundits",False
5,Mitt Romney says class sizes dont matter.,"education,message-machine-2012",True
1,Many just call him Lyin Ted. ... HisTV ad about John Kasich? Lie! Stations had to pull it off the air.,"campaign-finance,candidates-biography,elections,history,campaign-advertising",False
5,My office sends federal money back every year.,"congress,federal-budget",True
5,We have over 25 million people who live in Texas and less than 2 percent of them have concealed handgun licenses.,guns,True
5,"Says budget savings by reducing pay and benefits for federal employees total $103 billion over 10 years -- more than $50,000 per worker.","deficit,federal-budget,pensions,workers",True
5,Says hes the first Aggie governor of Texas.,education,True
5,On using Gov. Scott Walkers collective-bargaining limits to help balance the city of Milwaukee budget,"city-budget,labor,state-finances",True
5,Says New Jerseys public school students have the best Advanced Placement scores in the nation.,education,True
1,The citys 30 percent set aside for affordable housing in urban renewal areas is calculated citywide -- not district by district,housing,False
1,This is the first time since Roe was decided in 1973 that a court has granted personhood status to the preborn.,"abortion,children",False
1,Says Republican candidates in Oregon are advocating violence against gays.,gays-and-lesbians,False
5,The debt will soon eclipse our entire economy.,"deficit,economy,federal-budget",True
1,Gains in Atlanta Public Schools scores on a national standardized test lend credence to dramatic score increases on state tests.,education,False
1,On signing a no-tax pledge,taxes,False
1,Says the number-one source of illegal immigration is people legally coming to the United States on a tourist visa or a student visa and then disappearing into the population and never being heard from again.,immigration,False
1,Says al Qaeda has camps with the drug cartels in Mexico.,"drugs,immigration,terrorism",False
1,"Romneycare sent costs spiraling out of control in Massachusetts, hiking premiums, squeezing household budgets.","health-care,message-machine-2012",False
5,"Seneca Jones Timber Co., aiming to increase logging and allay fears that old growth will be cut, says mills have shifted to second-generation trees. An ad from the company asks: Do you know that most all mills in Oregon have retooled over the past 20 years?","environment,jobs",True
1,Says Gov. Scott Walkers proposed budget would sell off Wisconsins state parks.,state-budget,False
1,"The chairman of the party of Florida, who is an avid and outward supporter of Marco Rubio, gets to appoint 30 of those delegates.",elections,False
1,"She said, you know, 'I voted for it, but I hoped it wouldn't pass.' That was a quote on live TV.",bankruptcy,False
1,On sharing power with Republicans,states,False
5,Says Georgia ranks near the bottom in per capita transportation spending.,"state-budget,transportation",True
1,Says allegations that he made unwanted sexual advances on a female sheriffs deputy were found by two separate judges to not have merit.,legal-issues,False
1,"The more than $800,000 raised by the Alan Grayson campaign last quarter was ""#1 among all 435 members of the U.S. House of Representatives.""",campaign-finance,False
1,"Shows in a television ad that police took evidence fromSolantic, Rick Scotts new health care company, after allegations emerged that the company was engaging in fraud.","health-care,legal-issues,message-machine",False
1,Says Gov. Rick Perry failed to involve border sheriffs in developing plans to prevent violence in their communities.,immigration,False
5,"When Social Security started, age expectancy for the average man was 58. It was 62 -- 62 for women.","health-care,history,pundits,social-security",True
5,Wisconsin was the first state to ban public and private sector employment discrimination based on sexual orientation.,"civil-rights,legal-issues,sexuality,workers",True
5,Gingrich supported individual health insurance mandates.,"health-care,message-machine-2012",True
1,"Says former Clinton budget director Alice Rivlin said the stimulus bill ""won't actually stimulate the economy.""","federal-budget,stimulus",False
1,On support for the Affordable Care Act (Obamacare).,health-care,False
1,"On Tim Kaine: In exchange for campaign contributions, he appointed a radical jihadi to the Virginia Immigration Commission.","campaign-finance,ethics",False
1,We are experiencing the worst economic recovery America has ever had.,economy,False
5,Says hes proposed the largest employer contribution to the Virginia Retirement System in history.,pensions,True
1,Says New Jerseys job growth in May represents 25 percent of all the jobs created in the country.,jobs,False
1,"President Obama's bill won't bring down the costs (of health care) for average Americans -- or really for very few Americans, if any.",health-care,False
5,A trade war is something very different (than curbing new trade agreements). We went down that road in the 1930s. It made the Great Depression longer and more painful.,"economy,foreign-policy,history,trade",True
5,China is practicing how to blow up our satellites.,"china,foreign-policy,military,space",True
1,The Americans for Tax Reform pledge relates to new taxes that were going to be initiated by legislative action.,taxes,False
5,"Palin supports ""aerial hunting of wolves and other wildlife.""",environment,True
1,About $4.89 billion in one-time money was used to balance the current state general revenue fund budget.,state-budget,False
5,President Obama has stopped using the phrase war on terror.,"homeland-security,terrorism",True
1,We have no regulation of drones in the United States in their commercial use.,"government-regulation,privacy,market-regulation",False
5,"Geithner still didn't correct the same type of error for some years, even after the Internal Revenue Service flagged him for the failure to pay the taxes in other years.",economy,True
5,"The American people have endured 21 consecutive months of 9% or higher unemployment [and] 2.6 million jobs have been lost, since the stimulus bill was signed.",jobs,True
5,"A typical married couple will contribute $119,000 into Medicare but will receive $357,000 in Medicare benefits over their lifetimes.","corrections-and-updates,deficit,health-care,medicare",True
5,"We just dont want to get to be like Louisiana, where you have drive-up daiquiri shops.",Alcohol,True
5,Ninety percent of the job growth in Virginia has been in the private sector.,"economy,jobs",True
5,Rhode Island has the worst maintained bridges in the United States of America . . . and we have the second worst maintained roads [behind] Alaska.,"state-budget,state-finances,transportation",True
5,A database police use to look up wanted suspects excludes certain warrants issued by Atlanta Municipal Court.,criminal-justice,True
1,"Welcome to Wisconsin road signs have always been made in Wisconsin,but Scott Walker is outsourcing themto an out-of-state company and paying more money for them.","jobs,state-finances,tourism,transportation",False
1,"Says in Canada, the number of CT scan machines per 1,000 people is like one-tenth of what we have here in this country. Thats why people have to wait.",health-care,False
1,There havent been tax cuts for the rich in Rhode Island.,"economy,history,jobs,poverty,state-budget,state-finances,taxes,wealth",False
5,On a timetable to withdraw from Iraq.,iraq,True
1,Says over 50 percent of U.S. job growth in June came from Wisconsin.,jobs,False
1,We had a press conference here that interestingly no one in the mainstream media covered.,candidates-biography,False
5,Spanish was the first European language spoken in this country.,"history,immigration",True
5,"If someone is in a room that has measles and leaves and you walk in two hours later, you could get measles from that person.","health-care,public-health",True
5,Says the Senate will have a record number of female senators in 2013.,"history,women",True
1,The Obama administration manipulated deportation data to make it appear that the Border Patrol was deporting more illegal immigrants than the Bush administration.,immigration,False
1,"I am the only U.S. Senate candidate who spoke out against bombing Syria, and who challenged Georgias governor and insurance commissioner over obstruction to the Affordable Care Act.","foreign-policy,health-care",False
5,Rhode Islands legislature is the strongest in the country.,"legal-issues,state-budget,states",True
5,"In 2010, uninsured voters made up about 5 percent of the electorate.","congress,health-care",True
5,The mayor said 'if you happen to be in this country in an undocumented status . . . then we welcome you here. We want you here. We'll protect you here.' ,immigration,True
5,It is a greater crime to have an untagged alligator than to host an open house party (for kids).,"Alcohol,animals,children,crime",True
5,We spend more money on lobbying than we do on campaigns.,"campaign-finance,ethics",True
5,Senators who have accepted millions in campaign contributions from the financial industry voted against allowing bankruptcy judges to modify home mortgages.,"bankruptcy,elections,housing",True
5,"When it comes to fighting terrorism, Another thing we know that does not work, based on lots of empirical evidence, is torture.","afghanistan,civil-rights,criminal-justice,ethics,foreign-policy,history,homeland-security,human-rights,iraq,legal-issues,military,public-safety,terrorism",True
1,"At Texas AM University, only 49 out of 3,000 faculty members brought in enough money to pay for their salaries and overhead over the past five years.",education,False
5,"Over the last six years, the state of Illinois spent about $320 million on illegal immigrants.","health-care,immigration",True
1,"Every piece of legislation, just about, that I ever introduced (in the U.S. Senate) had a Republican co-sponsor.","bipartisanship,candidates-biography,history,job-accomplishments",False
1,"Says Mitch McConnell voted to raise Medicare costs for a current Kentucky senior by $6,000.","federal-budget,health-care,medicare",False
1,Says the president of the University of Texas has raised four-year student graduation rates to 75 percent.,education,False
5,Texas children may have a teacher who never spent one minute practicing teaching.,education,True
5,"Marco Rubio made it clear: Not only does he think Donald Trump is a con man, hewent on to say he doesnt trust Donald Trump with the nuclear codes.",candidates-biography,True
5,"Romney refused to pardon ""a decorated soldier"" returning from Iraq who had been charged with a crime involving a BB gun when he was 13.",crime,True
5,The United States decided waterboarding was torture back when we court-martialed American soldiers for waterboarding Philippine insurgents in the Philippine revolution.,"afghanistan,foreign-policy,history,homeland-security,human-rights,iraq,legal-issues,military,terrorism",True
5,"Well, you know, the Teamsters wanted to drill in Alaska. I voted against drilling in Alaska. So it's not like I'm a slam dunk on every issue.",energy,True
1,HIV/AIDS among women is skyrocketing in Austin.,"city-budget,city-government,health-care,public-health,women",False
5,Says Craig Huey called Planned Parenthood a murder mill.,"abortion,medicare",True
1,The conviction rate is almost exactly the same for whites and blacks who commit murder.,"civil-rights,crime,criminal-justice",False
1,(New Jersey Network) is the only news station which covers New Jersey government.,state-budget,False
1,Obamacare doesnt require members of Congress to abide by the same rules that all of the other Americans do.,health-care,False
1,Takes credit for reining in state spending when he was governor.,"job-accomplishments,state-budget",False
5,"Says she is entering in the most diverse class ever, of U.S. Representatives","congress,diversity",True
1,"Says state Sen. Steve Ogden was the driving force behind business income tax hurting small business, crafted the Robin Hood school finance scheme making property taxes skyrocket, wrote a budget that will result in a $14 billion deficit and voted against gun freedoms.","education,guns,state-budget",False
1,"And, you know, our first president and our first commander in chief prayed every day. He had a field manual of prayers.",history,False
1,Congressman Renacci is under FBI investigation.,"campaign-finance,ethics",False
5,"In the past year alone, Ohio businesses have created more jobs than almost every other state in the country.","economy,jobs",True
5,Gov. Bob McDonnellsbudget plantakesmoney out of our classrooms to pave roads.,"education,state-budget",True
1,Were the highest taxed nation in the world.,taxes,False
5,Texas has lost the most law enforcement officers in the line of duty of any state in America.,"crime,criminal-justice,history",True
5,"Rick Scott has heavily invested in a company that is geared to helping illegal aliens transfer money to family and friends out of the country.""",immigration,True
5,Says state Senate recall challenger Sandy Pasch voted to cut school aid by nearly $300 million.,"education,state-budget,state-finances",True
5,More than 72 percent of children in the African-American community are born out of wedlock.,"children,diversity,families,marriage,pundits,sexuality",True
1,"The reality is that we have roughly 15,000 undocumented immigrants living in the state...","education,immigration",False
5,Mitt Romney received exactly zero votes in at least 12 Cuyahoga County precincts.,elections,True
5,"This year, the overwhelming majority of new jobs are part time.","economy,jobs,workers",True
1,Says his plan would cut taxes without increasing the deficit.,"federal-budget,taxes",False
5,We have the third-lowest minimum wage of developed countries.,"debates,economy,income,jobs,labor,workers",True
5,"As a candidate, President Obama declared that everyone deserves access to reproductive health care that includes abortion, and vowed that this 'right' would be at the heart of his health care reform plan if elected president.","abortion,health-care",True
1,Says library district would come at no direct cost to the city budget.,"city-budget,county-budget",False
5,Kendrick Meek claims hes the only candidate who saidSonia Sotomayor will make an excellent Supreme Court justice.,"candidates-biography,supreme-court",True
5,"The states unemployment rate is fifth-highest in the country, a full point above the nationwide rate and higher than all of our...neighboring states.",jobs,True
1,"The Obama-Clinton war on coal has cost Michigan over 50,000 jobs.","energy,environment,government-regulation,jobs",False
1,"There are about 350,000 people who succeed in crossing our borders illegally each year.",immigration,False
1,Six convictions are connected to an allegation by prosecutors that Gov. Scott Walker is at the center of a criminal scheme.,"crime,job-accomplishments,campaign-advertising",False
5,Wisconsin is called the Badger State because our ancestors came here with the hopes of living the American dream by mining.,"environment,history,jobs",True
5,"Says by 4th grade, 86 percent of African-American boys and 82 percent (of) Hispanic boys are reading below proficiency levels.","diversity,education",True
5,"On the day that (the Republican) state leader resigned in disgrace, a Shred-It' truck rolled up to Republican headquarters.",candidates-biography,True
5,Says Texas ranks first in executions among the states.,"criminal-justice,pundits",True
5,"Tax rates were significantly higher ""in the '40s, the '50s, and the '60s.""",taxes,True
5,"John McCain voted against establishing a national holiday in honor of Dr. Martin Luther King, Jr.",civil-rights,True
5,"Risk analysts listed Donald Trump, a Donald Trump presidency, as one of the top threats facing the global economy, ahead of terrorism.",economy,True
5,"In 2007, the top 1 percent of all income earners in the United States made 23.5 percent of all income, which is more than the entire bottom 50 percent.","economy,poverty,workers",True
5,"More than 12,500 service men and women have been discharged on the basis of sexual orientation since the Don't Ask, Don't Tell"" policy was implemented, at a cost of over $360 million. Many of those forced out had special skills in high demand, such as translators, engineers, and pilots.""",military,True
5,"Of the 13 (Bill) Clinton speeches that fetched $500,000 or more, only two occurred during the years his wife was not secretary of state.","candidates-biography,foreign-policy",True
5,Our reserves are now in much better shape than they were just a few years ago.,"county-budget,taxes",True
5,"In 32 other states and Washington D.C., they [voters] can avoid the wait by voting before Election Day.","elections,public-service",True
1,"Responding to a major snow event in Atlanta would be like Kansas City, Mo., responding to a major earthquake.",weather,False
1,Sakineh Mohammadi Ashtiani was never sentenced to stoning.,"crime,human-rights,abc-news-week",False
5,Says Donald Trump supported impeachment of President (George W.) Bush.,"foreign-policy,iraq",True
1,"My opponent, in 2008, had contributions investigated by the federal government.","campaign-finance,elections",False
1,"After not having any foreign trade offices overseas for the past decade, New Jersey opened offices in Shanghai and London in the past six months, and has seen an 18 percent increase in exports.",economy,False
5,"Says that as a gubernatorial candidate, Chris Christie promised no school cuts.",education,True
5,"Says the Texas Department of Agriculture seeks to purchase up to 300,000 promotional stress balls.","economy,health-care",True
1,"Says he didnt call Dr. George Tiller a baby killer, as liberal groups charge, but was merely reporting what some prolifers branded him.","abortion,pundits",False
1,"In preparing a rules package for the 112th Congress, the GOP had no discussions with Democrats.","bipartisanship,congressional-rules",False
1,The United States has the most number of deductions available to corporations for the corporate income tax.,"corporations,taxes",False
1,"UPS left 15,000 employees spouses without health insurance and told them to, go on an exchange with no employer subsidy.","families,health-care",False
5,GEORGIA ROADWAY FATALITIES THIS YEAR: 59 PLEASE DRIVE SAFELY,public-safety,True
1,We didnt have a development director for over seven months.,"economy,government-efficiency,state-budget",False
5,Says GOP recall challenger Kim Simac was delinquent paying her property taxes eight of the last nine years.,taxes,True
5,"Medicare spends ""$15-billion a year on subsidies to insurance companies.""",health-care,True
1,The Democratic majority led the 111th Congress to spend more money in two years than the first 100 congresses before them combined.,"federal-budget,history",False
1,The reason 29 states no longer have a death tax is that the tax damaged their economic competitiveness.,taxes,False
1,SaysHillary Clinton took 13 hours to send help to Americans under fire during the terrorist attack in Benghazi.,"foreign-policy,military,terrorism",False
5,Thirty U.S. cities have Triple A baseball teams and virtually everyone of them [is] playing in government owned ballparks.,"baseball,recreation,sports",True
5,"Look, I believe in accountability. In 1983, I led the effort in Arkansas to improve our schools.",education,True
1,"Under President Barack Obama, income levels and unemployment numbers are worse now than just about ever for African-Americans.",economy,False
5,I did not vote to spend money to fight that (Amendment 6 redistricting) lawsuit.,redistricting,True
1,One year today since #GOP took control of the House and no new jobs.,"bipartisanship,jobs",False
1,"White House Political Director Patrick Gaspard once served as the ""right-hand man"" for Bertha Lewis, who heads up ACORN.",pundits,False
5,Education Week rates Ohio schools in the top five in the nation.,education,True
5,"Earmarks requested in a federal spending bill included $277,000 for potato pest management in Wisconsin.","agriculture,federal-budget",True
1,"Credit agency says Rep. Gibbs recklessly caused downgrade, higher interest rates.",federal-budget,False
1,"We're building a nearly $40-billion natural gas pipeline, which is North America's largest and most expensive infrastructure project ever.",energy,False
5,About 40 percent of Hispanic homeowners have subprime mortgages.,economy,True
1,"Says that Lee Fisher once said, I never met a gun control bill I didnt like.","crime,guns",False
5,I was the first member of Congress to contribute to Donald Trump.,"campaign-finance,candidates-biography,elections",True
1,''I have received more contributions than any other candidate in the race Republican or Democrat.'',elections,False
5,"In Hawaii, ""they don't have a history of throwing incumbents out of office.""","elections,abc-news-week",True
1,SaysGov. John Kasich incorrectly claimed Ohios economy was 38th in the nation when he took office. We were sixth in the nation in terms of economic job growth.,"economy,jobs",False
1,Says Wisconsin Gov. Scott Walker literally invented a $3.6 billion deficit.,"labor,state-budget,state-finances",False
1,Virginia is home to more veterans per capita than any state in America.,"census,military,veterans",False
1,"Today, you cant rely on (the retirement fund for public employees), its not funded.","retirement,state-budget,workers",False
1,Floridas regulations on the payday lending industry are stronger than almost any other state.,"congress,financial-regulation,government-regulation,poverty",False
5,Seventy-five percent of the young adults in this country are not mentally or physically fit to serve.,military,True
5,Federal law prohibits the growing of industrial hemp in the United States.,"agriculture,marijuana,small-business",True
5,We created as many jobs in the first six months of this year as we did in all of 2011 and 2011 was the best single year for private-sector job growth since the year 2000.,jobs,True
5,"Every poll you see, the overwhelming majority of people want [E-Verify].","immigration,polls,workers",True
5,"Over the course of one four-year term, it costs taxpayers more than $1 million simply to operate the governors mansion.",state-budget,True
5,Says Donald Trump supports eminent domain and the Supreme Courts Kelodecision.,"candidates-biography,supreme-court",True
1,On adoption by gay couples,"children,families,gays-and-lesbians",False
1,Matt Patten kicked off his dirty campaign with thousands in dirty cash from guess who? (Frank) Russo and (Jimmy) Dimora.,"message-machine,campaign-advertising",False
1,Seventy percent of the people living in abject poverty are women.,"poverty,women",False
1,Heres something that people never talk about with coach Schiano: Rutgers had the best graduation rate of any Division I football program in America.,"education,sports",False
1,When youre white ... you dont know what its like to be poor.,"diversity,economy,income,poverty",False
1,Nobodys addicted to marijuana.,"drugs,marijuana",False
1,Says Gov. Scott Walker took away $1.6 billion from schools and handed it off as over $2 billion in tax breaks to the rich.,"corporations,education,message-machine-2012,taxes",False
5,The federal government can cut all of the non-military discretionary spending and not balance the budget.,"deficit,federal-budget,medicare,military,social-security",True
5,"In Galveston, Texas, they have allowed people to privatize part of their Social Security. And people are building wealth.","county-government,retirement,social-security,workers",True
1,On bipartisan redistricting.,redistricting,False
5,"Says Keene, N.H., requested a military-grade armored personnel truck, citing their annual Pumpkin Festival as a possible target for terrorists.","homeland-security,public-safety",True
5,President Barack Obama had the legal authority to strike Syria without a vote from Congress.,"foreign-policy,legal-issues,military",True
1,Says the new Dodd-Frank financial law requires a 20 percent down payment to buy a house.,"housing,new-hampshire-2012",False
1,"I have a perfect voting record from organizations like the Veterans of Foreign Wars, the American Legion and all the other veterans service organizations.",veterans,False
1,Barack Obama has consistently voted against tougher penalties for criminals.,"crime,drugs,families,marijuana,public-safety",False
5,Florida is one of only three states that require licenses for commercial interior designers.,"consumer-safety,government-efficiency",True
1,"Nobody has been talking about it (Medicaid fraud), focused on it, or paying attention to it.","health-care,medicare",False
1,"Rick Scott has destroyed over 100,000 jobs.",jobs,False
5,"For every week that (state lawmakers are) able to cut off our timeline, it saves (Georgia taxpayers) approximately $100,000.",state-budget,True
5,"Grateful insurance company executives and their lobbyists from Bermuda gave McCain $50,000.",taxes,True
1,"Says Texas gained 21,000 doctors due to tort reform.","health-care,legal-issues,new-hampshire-2012",False
5,Most private sector jobs in the history of Buffalo exist in Buffalo today,"economy,jobs",True
5,Says Alex Jones said that the victims of the Sandy Hook massacre were child actors and no one was actually killed there.,"children,crime,education,families,guns,history,public-safety",True
1,The majority of revenue generated by a proposed Kenosha casino would be sent to the Seminole tribe in Florida.,"gambling,jobs",False
5,"Texas is home to millions of Latinas, but the state has never elected a Latina to Congress.","congress,diversity,history,population,women",True
1,Says that he did not exactly say that communities have the right to ban mosques.,islam,False
1,"George Allen had 40,000 earmarks while he was a senator.",federal-budget,False
5,He won't even support his colleague's ... motion to censure the Bush administration for systemic repeated illegal wiretaps.,"bush-administration,civil-rights",True
5,There are actually half a million fewer government employees now than there were when (President Barack) Obama took office.,"economy,government-efficiency,jobs,pundits,workers",True
1,The Clean Power Plan is something that Sen. Sanders has said he would delay implementing.,"climate-change,environment",False
1,"Says Barack Obama is a hypocrite for criticizing President George W. Bushs drone attack program, then using it aggressively as president.","foreign-policy,military,terrorism",False
5,The proposed transportation tax plan revokes a tax-credit for consumers electric cars while the state retains similar credits for similar vehicles for businesses.,"taxes,transportation",True
1,"I differed with my party on business legislation, on consumer protection, and on free trade agreements.","bipartisanship,job-accomplishments,voting-record",False
5,"The claim ... that we plan to set up panels of bureaucrats with the power to kill off senior citizens ... is a lie, plain and simple.",health-care,True
1,One-third of the gasoline is purchased by out-of-state people in Virginia,"state-budget,taxes,transportation",False
5,The federal tax code has loopholes that are giving incentives for companies that are shipping jobs overseas.,"debates,jobs,taxes",True
5,"The Republican from Georgia [U.S. Rep. Jack Kingston], he hasnt even been to a NASCAR race.","federal-budget,sports",True
1,"In the last year, Wisconsin ranked third in Midwest job growth.","job-accomplishments,jobs",False
5,"FIFA pressured Brazil into passing a so-called Budweiser bill, allowing beer sales in soccer stadiums.",sports,True
1,"Says President Barack Obama has put (up) a stop sign against oil drilling, against any kind of exploration offshore or in Alaska.","energy,environment,oil-spill",False
5,Says Jeb Bush flip-flop-flip(ped) on immigration.,immigration,True
5,"Since 1980, over 145 incidents have been documented of suction entrapment in swimming pools and spas, including 36 deaths of children.","children,consumer-safety",True
1,"Says that three of these five Republicans -- Ben Westlund, Rob Patridge, Max Williams, Lane Shetterly, Lynn Lundquist -- later became Democrats.",voting-record,False
1,The crime decline in the United States would be fairly small if it wasn't for the crime decline in New York City.,crime,False
5,"If it is enacted, the Senate immigration bill is going to make the Border Patrol bigger than the FBI -- you could put one agent every 250 feet.","immigration,pundits",True
1,Glen Sturtevant is against smaller class sizes.,"education,voting-record",False
5,"President Obamas proposal calls for serious cuts in our own long-term carbon emissions, but China and India will still be allowed to increase their emissions.","climate-change,energy,environment",True
1,"I have never asked for a single earmark, pork barrel project for my state of Arizona.",federal-budget,False
5,Photo ID is not required for those who vote by mail.,elections,True
1,Milwaukee County has a parks capital budget thats bigger than its been in the last 10 years.,"county-budget,county-government,job-accomplishments,recreation",False
1,"In every poll, John Cornyn always loses to any conservative the voters have heard about.",polls,False
5,"In Wisconsin, deaths from domestic violence are at the highest in 10 years.","crime,families",True
1,"Twitter, Google and Facebook are burying the FBI criminal investigation of Clinton. Very dishonest media!","elections,technology",False
5,"Huckabee ""granted 1,033 pardons and commutations . . . more clemencies than the previous three governors combined.""",crime,True
5,The proposed transportation bill could be the largest tax increase in Georgia history.,transportation,True
1,The 2009 stimulus bill failed to get people back to work.,"jobs,stimulus",False
5,"Actually, Reagan was a Democrat before he was a Republican.",candidates-biography,True
1,We can save $125 billion in simply not giving out money to Medicare recipients that dont exist for procedures that didnt happen.,"federal-budget,government-efficiency,medicare",False
1,The University of Wisconsin System will be much more affordable than just about any other campus in America because going forward we have a cap on it tied to inflation.,"education,state-budget",False
5,On immigration reform,"immigration,public-safety,voting-record",True
5,Many dont know that Bill Young was once the minority leader in the Florida Senate...because he was the only Republican senator.,"congress,florida,states",True
1,Says Oregon is one of only three states that allow the use of gillnets on inland waters.,"environment,jobs,message-machine-2012,recreation",False
5,I've spent 20 years devoted to working on behalf of families who are having a tough time and are seeking out the American dream.,candidates-biography,True
5,"American Hustleshows the FBI making real-life bribes to Washington politicians. I know, because as your U.S. senator, I turned them down.","candidates-biography,legal-issues",True
1,"The nearly six-year delay in approving Keystone is costing Americans more than 100,000 jobs.","climate-change,economy,energy,jobs",False
1,Says iPads and iPhones are built in the United States of America.,"economy,abc-news-week,trade",False
