Labels,Text,Text_Tag,Label_Text
2,Not one penny of (Californias Prop 67) bag ban tax goes to the environment.,"environment,taxes",Half-True
2,"In campaigns in the past with Sen. McCain and President George W. Bush and others, they have tended to release tax records in April.","candidates-biography,taxes,transparency",Half-True
1,Says in 2012 Obama won in every state that did not require a photo ID and lost in every state that did require a photo ID in order to vote.,"elections,history,human-rights,legal-issues",False
1,On support for the Export-Import Bank,trade,False
1,Says he didnt have an involvement withnutritional supplement company Mannatech.,candidates-biography,False
2,The stimulus program cut taxes for 95 percent of the American people.,"corrections-and-updates,stimulus,taxes",Half-True
1,We worked together to enact ... the largest tax cut in Florida history.,taxes,False
1,Bill Nelson actually voted in favor of higher taxes 272 times.,taxes,False
2,Says he opposed $716 billion cut to Medicare.,medicare,Half-True
1,President Barack Obama said at the beginning of the negotiations that the basic approach was to dismantle Irans nuclear program in exchange for dismantling the sanctions.,"foreign-policy,military,nuclear",False
2,Says President Obama helped more than half a million veterans and military family members go to college through the Post-9/11 G.I. Bill.,"afghanistan,iraq,veterans",Half-True
2,"In our proposal, we would have expanded school aid across the board Governor Christie slashed school aid in this budget, preferring instead to extend a tax break for millionaires over funding in the classroom.","education,state-budget",Half-True
1,Public employees receive something like 25 percent of the paychecks that are issued in Rhode Island.,"elections,unions",False
1,The Iran Deal will facilitate and accelerate the nation of Iran acquiring nuclear weapons.,"corrections-and-updates,foreign-policy,nuclear",False
1,"As a Member of Congress, Chris Murphy was raking in $1 million in salary.",candidates-biography,False
2,"If todays economy was rebounding at the rate of the Reagan recovery, it would have created the equivalent of 25 million new jobs and raised federal revenue by $800 billion a year.","economy,federal-budget,history,jobs,taxes",Half-True
2,"When I was mayor of New York City, I encouraged adoptions. Adoptions went up 65-70 percent. Abortions went down 16 percent.",abortion,Half-True
1,"The DNC hack showed you that the Clinton campaign was working to schedule (primary) debates against (Bernie) Sanders, and the Clinton campaign is continuing this ploy against Donald Trump.",debates,False
1,"Bill McCollum ""served as a lobbyist whose clients enabled mortgages for illegal immigrants.""",immigration,False
2,"John Oxendine is under a state ethics investigation because he illegally funneled more than $120,000 to his campaign from shady insurance political action committees in Alabama.",ethics,Half-True
1,Says Gov. Scott Walker is cooking the books by releasing numbers he just dreamed up that show Wisconsin gained jobs in 2011.,"job-accomplishments,jobs,workers",False
2,"Says because of Texas lawmakers choices, hundreds of thousands of women no longer have access to basic medical care, life-saving cancer screenings and contraception.","health-care,state-budget,women",Half-True
1,"Under Gov. Scott Walkers public-school budgets, a student entering kindergarten will not enjoy the same state investment in his or her education as those that came before them until they are graduating from high school.","education,state-budget,state-finances",False
2,"Says Obama has never submitted a budget, and Congress has worked for two years without passing one.","federal-budget,new-hampshire-2012",Half-True
1,"We have ten different tax brackets and if youre making $9,000, youre already in the top tax bracket.",taxes,False
1,"For the first time since 1990, American manufacturers are creating new jobs.","economy,job-accomplishments,jobs",False
1,"Household income in America has gone down for families an average of $4,000 in the last four years while it went up $5,000 under Mitt Romney when he was governor of Massachusetts","economy,federal-budget,income,job-accomplishments,state-finances",False
2,"Austins Stop Abuse for Everyone has seen in its offices sexual assault survivors that report being attacked by their ridesharing drivers, at a rate of one per month.","crime,elections,transportation",Half-True
1,The Affordable Care Act is not the law of the land.,"health-care,public-health,states,supreme-court",False
2,Thousands (in China) owe their jobs to Mitt Romneys companies.,"candidates-biography,economy,foreign-policy,jobs,message-machine-2012",Half-True
1,Less than 10 percent of Obamas Cabinet appointees have any experience in the private sector.,"economy,pundits",False
2,"According to the Congressional Budget Office, as many as 20 million Americans could lose their employer-based insurance thanks to Obamacare.","health-care,workers",Half-True
2,"After merging with Tim Hortons of Canada, Burger King is not moving. Our headquarters will remain in Miami and (we) will continue to pay all of our federal, state and local U.S. taxes.","corporations,taxes",Half-True
2,"Per-student K-12 state funding for Portland Public Schools has dipped from $6,036 in the 2007-2008 school year to $5,644 in the 2010-2011 school year",education,Half-True
2,"Says Mitt Romney and George Allen would overturn Roe v. Wade and allow states to end safe, legal abortion even in cases of rape, incest or when a womans life is at risk.","abortion,message-machine-2012,states,supreme-court,women",Half-True
1,Says that Sherrod Brown voted to cut Medicare by over $500 billion in order to fund government-run health care.,"health-care,medicare,voting-record",False
2,"In Wisconsin, 6.2 percent of the population is black yet 24 percent of all state abortions are on African-Americans.",abortion,Half-True
2,"Fred's never had a 100 percent record on right-to-life in his Senate career. The records reflect that. And he doesn't support the human life amendment, which is most amazing because that's been a part of the Republican platform since 1980.",abortion,Half-True
2,"In 1928 school boards sent home letters with children saying that if Al Smith is elected president, you will not be allowed to have or read a Bible.","elections,history,religion",Half-True
1,"Usually it's about $900 a month to get health coverage. (Florida's program has) reduced that, on average, to about $150 a month.","florida,health-care",False
1,On same-sex marriage,"civil-rights,gays-and-lesbians,marriage",False
1,"Says state Sen. Morgan Carrolls votes made it easier to sue doctors, small businesses, even nurses. Putting her own shady interests first.",ethics,False
1,Says the vaccine to prevent HPV can cause mental retardation.,health-care,False
2,Mexico receives approximately $24 billion a year in remittances from Mexican nationals working in the United States. The majority of that amount comes from illegal aliens.,immigration,Half-True
1,Barack Obama opposed a bill that would have saved Gianna Jessen's life.,abortion,False
2,DeKalb County has been recognized in recent years as having one the best sheriffs departments in the nation.,job-accomplishments,Half-True
1,I dont think the argument can be credibly made that the United States of America is undertaxed compared to our competitors.,taxes,False
2,"Between 2000 and 2010, the illegal immigrant population of Texas increased by 60 percent, while California and Florida had no increase.",immigration,Half-True
2,"Sen. Obama ""made the very argument he is now criticizing back in November 2006.""",foreign-policy,Half-True
1,Weve got close to 7 million Americans who have access to health care for the first time because of Medicaid expansion.,"health-care,medicaid",False
1,Hate speech is excluded from protection under the First Amendment.,"legal-issues,supreme-court",False
1,The top 1 percent of income-earners pay about 40 percent of all taxes into the federal government.,"federal-budget,taxes",False
2,"Says that under Mitt Romney, 89 million Americans could be denied coverage if they have a pre-existing condition.",health-care,Half-True
1,More people were killed in the United States last year by tainted food than U.S. troops killed in Iraq and Afghanistan since the wars began.,"afghanistan,food-safety,iraq",False
2,"The Medicare drug program resulted in the program coming in 40 percent under budget. ... And the reason it was, is because the design was right.","federal-budget,health-care,medicare,retirement",Half-True
2,"Says more than 8,000 people have supported her campaign as volunteers, donors and advisors and endorsers.","message-machine-2012,unions",Half-True
2,Rick Santorum reformed welfare.,welfare,Half-True
1,"There is a provision in the economic stimulus plan that means that ""students cannot meet together in their dorms, if that dorm has been repaired with this federal money, and have a prayer group or a Bible study.""","economy,education,stimulus",False
2,Right now every single one of the (oil) companies here today and dozens of others are drilling for free in the Gulf of Mexico on leases that will cost American taxpayers more than $50 billion in lost royalties.,"energy,environment,federal-budget,government-efficiency,legal-issues,oil-spill",Half-True
2,"Says President Barack Obamasown administration has done five environmental impact assessments of the Keystone XL pipeline, all of which have said it would have a minimum impact on the environment.","energy,environment,jobs",Half-True
2,"Every time we put a ballot issue on, it costs a million dollars.",elections,Half-True
1,Says city leadership is threatening to lay off police and emergency services personnel to balance the budget.,"city-budget,public-safety",False
2,"Cuts in local government and school funding in John Kasichs budget caused many communities to seek school levies, local tax increases, layoffs.",state-budget,Half-True
2,A new Republican litmus test would have resulted in (the GOP) kicking out Ronald Reagan.,"history,pundits",Half-True
1,"Says MarkKirk called for the mass arrest of 18,000 African Americans andwas apparently fine with Trumps #StillTooRacist call for mass deportation.","crime,guns,public-safety",False
2,"Under Gov. John Kasichs budget proposal, the top one percent in Ohio will pay $10,000 less in income tax each year, but Ohios working and middle class families will pay more.","state-budget,taxes",Half-True
2,The Treaty of Tripoli signed by President John Adams was his outreach to Muslims.,"pundits,religion",Half-True
2,"More than 40,000 troops are still stationed in Afghanistan with no clear objective. Even in the best case, by the end of the year at least 10,000 American soldiers will still be on the ground.","afghanistan,military,terrorism",Half-True
1,George Allencast the deciding votefor the 2003Bushtax cuts.,"taxes,voting-record",False
1,"German citizens were disarmed by their government in the late 1930s, which allowed the Nazis to carry out their evil intentions with relatively little resistance.","guns,history",False
1,"Before this (federal health care) law was enacted, Florida parents ...were able to purchase inexpensive child-only coverage for their children. The laws consumer protections have now eliminated that choice in Florida.","children,florida,health-care",False
1,This Congressadjourned earliest of any time in congressional history before an election.,"congress,elections,history",False
1,Forty-six cents of every dollar Ohio could get for Medicaid expansion is going to come from China or some other country that doesnt like us very much.,"debt,health-care,taxes",False
1,Congressman Nye voted against a bill which would have defunded the $5-10 billion the IRS needed toimplement health care legislation.,health-care,False
2,Many of the great scholars say that anchor babies are not covered by the 14th Amendment.,immigration,Half-True
1,On the Trans-Pacific Partnership.,trade,False
1,"Obama's Ten Point Plan to 'Change' The Second Amendment.Ban the manufacture, sale and possession of handguns.",guns,False
1,Says Bernie Sanders opposes requiring all children to have a K-12 education.,education,False
1,"As Alaskas attorney general, (U.S. Senate candidate Dan) Sullivan successfully fought to protect our Second Amendment rights and passed stand your ground.","candidates-biography,crime,criminal-justice,guns,job-accomplishments",False
1,"Says his political opponents brought 100,000 protesters into our state.","government-regulation,job-accomplishments,labor,state-budget,unions,workers",False
2,"Rural schools ""face the highest dropout rates, the lowest college enrollment rates, have the lowest average teacher salaries...""",education,Half-True
2,Says Mike Gallaghers plan would cut Social Security benefits for two-thirds of seniors.,"retirement,social-security,taxes",Half-True
1,"Texas #2 in nation for new gun purchases, behind California.",guns,False
1,The president gave the (auto) companies to the UAW.,unions,False
2,"While Act 10 allowed (Milwaukee County) to save some money, it was millions short of what we needed to fill the hole left by the $28 million cut in state aid.","labor,state-budget",Half-True
2,21-million Americans could have a four-year college scholarship for the money we've squandered in Iraq. 7.6-million teachers could have been hired last year if we weren't squandering this money.,iraq,Half-True
2,"Under the Obama administration, we are drilling and producing more domestic energy supplies than we ever had before.","economy,energy,environment",Half-True
2,"After a federal inquiry corroborated Hillary Clinton on Whitewater, the next day, there was nothing in the media about it.","candidates-biography,history",Half-True
1,"Under the health care law, everybody will have lower rates, better quality care and better access.",health-care,False
2,"Hillary Clinton wants to ""wave the white flag of surrender and set a date for withdrawal.""",job-accomplishments,Half-True
2,"All members of Congress are required to be in Obamacare, but Obama and members of his administration have their own gold-plated health care plans that theyre in.","congress,government-regulation,health-care",Half-True
1,Trumps Health Secretary Pick Wants a Medicare Phaseout by Summer 2017.,"health-care,medicare",False
1,Health insurance companies deny 1 out of 5 treatments prescribed by doctors.,health-care,False
2,"Average families are spending roughly $2,000 more a year on energy costs. ... It's like a $2,000 energy tax in just the last seven years, more than three times what the typical American family received from the Bush tax cuts.",energy,Half-True
2,"If we increase fuel efficiency standards to 40, 45 miles a gallon, we would have to import zero oil from the Middle East.",energy,Half-True
1,Polls on legalizing same-sex marriage are not dramatically changing.,"gays-and-lesbians,marriage",False
1,"The McCain campaign ""did not elaborate"" on Obama's ties to ACORN.","elections,ethics",False
1,"In the House health care bill, ""Something like 2 percent of the people would [be] eligible even to get the public option.""",health-care,False
2,New Mexico is the second Hollywood because of tax incentives for the film industry.,"economy,new-hampshire-2012,taxes",Half-True
1,Senator McCain would pay for part of his (health care) plan by making drastic cuts in Medicare $882-billion worth.,health-care,False
1,Says Oregons political tax credit is something every state should have and no other state does.,taxes,False
2,"The United States doesnt have the highest murder rate among developed countries. You look at Russia, you look at Brazil, those are countries that have 3 to 5 times higher murder rates than what we have here in the United States.",guns,Half-True
1,President Barack Obamas policies have resulted in gas prices being reduced from $3.07 per gallon when he was sworn in in 2009 to $2.30 today.,"energy,job-accomplishments",False
1,"When (Marcy) Kaptur fought for the Democrats prescription drug benefit for seniors, (Dennis) Kucinich voted no.","health-care,message-machine-2012,voting-record",False
1,I released the most extensive financial review of anybody in the history of politics. You dont learn much in a tax return.,"candidates-biography,taxes,transparency",False
2,"The Obama administration willfully leaked the existence of STUXNET (a computer worm used against Iran), allowing our enemies to learn more of our secrets and of our operations.","foreign-policy,message-machine-2012,military,nuclear,terrorism",Half-True
1,Wisconsins effective unemployment rate is 20 percent.,"economy,job-accomplishments,jobs",False
1,Congresswoman Ros-Lehtinen has long record of voting against VA backlog fixes.,veterans,False
1,Among his (Obama's) pet projects is a bill ... which would commit the U.S. to spending 0.7 percent of gross national product on foreign aid.,foreign-policy,False
1,"Says that under President Obama, theres been a substantial increase in federal government jobs.","economy,government-efficiency,jobs",False
2,On transportation financing,"state-budget,transportation",Half-True
1,I am the only candidate for lieutenant governor to oppose in-state tuition for illegal immigrants.,"education,immigration",False
1,The Ukraine Orange Revolution in 2004 was the first color revolution.,foreign-policy,False
1,The health bill's plan for comparative effectiveness research would be used by the government to ration care.,health-care,False
1,"New carbon regulations will increase electric bills by $17 billion every year and potentially put an average of 224,000 more people out of work every year.","climate-change,economy,environment,government-regulation,jobs,market-regulation",False
1,Qataris dont really work.,"human-rights,sports,workers",False
2,PolitiFact Texas gave a David Dewhurst TV ad a Pants-on-Fire rating as an outrageous lie.,"bankruptcy,candidates-biography",Half-True
1,"Just on the issue of immigration alone, it is next to impossible to find a policy difference between (Donald) Trump and Congressman (Joe) Heck.",immigration,False
2,Smog was invented in Los Angeles. It was. The name was invented. There was a fellow at Caltech and he came up with the idea and they called it smog.,"climate-change,energy,transportation",Half-True
1,Says property insurance rates are going up because Rick Scott signed a bill preventing the state from regulating insurance.,"florida,health-care,housing",False
1,Ron Klein sponsored an amendment that specifically allows price gouging.,candidates-biography,False
2,380 Americans have been killed in 294 mass shootings in 2015 alone.,guns,Half-True
2,Atlanta Tea Party co-founder Debbie Dooley wants gas taxes raised.,transportation,Half-True
1,China owns more of our bonds than do Americans.,"china,deficit,economy",False
2,"As a result of welfare reform, poverty levels went down to the lowest level ever for ... African-American children.","children,families,poverty,welfare",Half-True
1,I'm pro-life. He's not.,abortion,False
2,John Mica's brother is an oil lobbyist and his daughter represents the natural gas industry.,"candidates-biography,energy",Half-True
2,Attorney General Eric Holders own Justice Department precleared the voting changes in the 2011 law about early voting in Florida.,elections,Half-True
2,"The city of Nelson, Ga., is quieter than Mayberry.","crime,guns",Half-True
2,"Says Chris Christie fired 6,000 teachers.",education,Half-True
2,"Currently, it takes up to 25 years to obtain U.S. citizenship legally but the Senate bill would allow immigrants who came to the United States illegally to obtain citizenship in just 13 years.",immigration,Half-True
2,"Homeopathy, acupuncture and aromatherapy have been given elevated legitimacy under the Affordable Care Act.","corrections-and-updates,health-care",Half-True
2,Says Will Hurd cosponsored a bill that would militarize our border and allow 200 miles of new roads to be built in the Big Bend region -- cutting up our beloved park.,"congress,corrections-and-updates,drugs,elections,immigration",Half-True
1,The founders of New Hampshire came up with the motto Live Free or Die.,"history,patriotism,states",False
2,Says we are overcharging students . . . to help pay for the health care law.,"congressional-rules,education,federal-budget,health-care",Half-True
2,Says Ellen Rosenblum has said over and over again that this is a job where 80 percent of the job is being the governments lawyer.,"candidates-biography,message-machine-2012",Half-True
1,"Says she couldn't take stimulus money because it required ""universal building codes.""","energy,federal-budget,stimulus",False
1,The Iran deal trusts the Iranians to inspect themselves.,"foreign-policy,nuclear",False
2,More than three-quarters of the oil is gone.,oil-spill,Half-True
1,"In most Muslim countries, We cant have a church. Were not able to build synagogues. Its forbidden.","foreign-policy,religion,abc-news-week",False
1,Says award-winning Milwaukee Public Schools teacher Megan Sampson was laid off because Gov. Scott Walker cut state aid to education.,"education,labor",False
2,Says Marshawn Lynch is second all-time in terms of average yards per rush only to Terrell Davis.,sports,Half-True
2,"When housing and transportation costs are combined, Atlantas cost of living -- typically perceived as relatively low -- ranks as 7th worst out of 51 metros nationally.",transportation,Half-True
2,"Over the last 10 years, Georgias public health has declined.",public-health,Half-True
2,"At his fathers bank, Alexi made tens of millions in risky loans to convicted mobsters. Then, the bank collapsed.","candidates-biography,crime,economy,message-machine",Half-True
1,"Says President Barack Obama said when we got bin Laden, terrorism problem solved.",terrorism,False
2,Every year there is a slightly smaller percentage of American households owning guns.,guns,Half-True
2,A World Health Organization report shows that more people are dying of TB.,public-health,Half-True
2,"More than a quarter of mortgage borrowers are underwater, and 11 percent of all homes are vacant.","economy,housing",Half-True
2,"Twenty four states have voter ID or comparable restrictions; before Barack Obama was elected, it was two.","civil-rights,elections,history,human-rights,legal-issues",Half-True
2,On timing of right to work legislation,workers,Half-True
1,On whether Barack Obama was born in the United States.,obama-birth-certificate,False
1,"You are three times more likely to be able to get a mortgage if youre a white applicant than if youre black or Hispanic, even if you have the same credentials.","diversity,financial-regulation,housing",False
2,About 22 percent of adults in Rhode Island and approximately 30 percent of youth (ages 10-17) are considered obese.,"children,public-health",Half-True
1,Almost 95 percent of all (Planned Parenthood) pregnancy services were abortions.,abortion,False
1,There was no panhandling when I left office.,"crime,poverty",False
2,The number of killings of citizens by police is at a two-decade high.,"crime,criminal-justice",Half-True
1,"During the 2005 fight over Social Security, there were noisy demonstrations but they were outside the events, and opponents were not disruptive crowds booed lines they didnt like, but that was about it.","health-care,pundits",False
1,"Georgia Secretary of State Brian Kemp is a ""career politician.""",public-service,False
2,"A new Rasmussen poll shows people ""oppose (Sotomayor's) confirmation. Only 37 percent support it.""","sotomayor-nomination,supreme-court",Half-True
2,President Barack Obama (is) the first president in history to cut Medicare by $700 billion.,"health-care,medicare",Half-True
1,Expanding Medicaid will worsen health care options for the most vulnerable among us in Texas.,"health-care,medicaid,poverty",False
1,We have unemployment that rivals the Great Depression.,"economy,jobs",False
1,"Sen. McCain would occupy Iraq indefinitely, against their wishes.",iraq,False
2,"Says scientists predict sometime in the future, an event that will kill somewhere between 80 and 90 million people.",public-health,Half-True
2,Says Missouri needs a voter I.D. law because theres over 16 people in the state of Missouri who have been convicted of some type of voter fraud.,"elections,legal-issues",Half-True
2,"Since the Fed was created in 1913, the U.S. Dollar has lost 98% of its purchasing power.","economy,financial-regulation,income",Half-True
2,"Says Milwaukee blacks have 55 percent male unemployment, 60 percent truancy, a 50 percent graduation rate, the worst reading scores and lead in infant mortality.","children,education,health-care,jobs,urban",Half-True
2,"The health care law was a 2,733-page bill! . . . No amendments!",health-care,Half-True
2,"The Obama administration estimates the number of children at the border is going to increase to 150,000 to 200,000 next year.","children,immigration",Half-True
1,Says Texas economy is about 30 percent larger than Australias.,"economy,states",False
1,"Ninety percent of the people who work in this country work for companies under 100 people, maybe even less than that.","jobs,small-business",False
1,"The Obama administrations cap-and-trade plan would create a $1,761 yearly energy tax.","cap-and-trade,climate-change,energy,environment",False
2,Regime change (in Iraq) took eight years,"foreign-policy,military",Half-True
1,"Says Hillary Clintons plan would bring in 620,000 refugees in her first term, alone, with no effective way to screen or vet them. Her plan would cost $400 billion in terms of lifetime welfare and entitlement costs.",immigration,False
1,Rhode Island is leading our nation in foreclosures.,"bankruptcy,economy,government-regulation,housing,poverty,states",False
1,President Obamas health-care law will add trillions of dollars in debt.,"deficit,federal-budget,health-care,taxes",False
1,"Says when I voted against [an increase in the minimum wage], it was in the 80s.","candidates-biography,income,voting-record",False
2,We spend $18 billion a year on making sure that the federal government has immigrant enforcement agents. Thats more than DEA and the ATF and the FBI and all the other enforcement (agencies) combined.,"federal-budget,immigration,legal-issues",Half-True
2,"Lyme disease is one of the fastest growing infectious diseases in the United States, and Rhode Island has the second-highest incidence of this disease in the country.","public-health,public-safety",Half-True
2,There are still more people uninsured today than when Obama was elected president.,health-care,Half-True
1,Says her representation of an ex-boyfriend who was then my friend in a family law case is something that lawyers do on a regular basis.,"candidates-biography,children,ethics,families,legal-issues",False
1,You cant pass a budget in the Senate of the United States without 60 votes.,"congressional-rules,federal-budget",False
1,"In 2010, everybody said you cant dare let guns go into the national parks, and of course the rapes, murders, robberies and assaults are down about 85 percent since we did that.","guns,recreation",False
1,"Barack Obama said ""he's going to attack Pakistan and embrace (Iranian President Mahmoud) Ahmadinejad.""",foreign-policy,False
2,Illegal aliens are costing Georgia taxpayers over a billion dollars every year.,"immigration,message-machine",Half-True
1,Says Gerald Daugherty is endorsed by the Austin American-Statesman.,"county-government,elections",False
1,"Under Cuccinellis tax cut plan, school divisions across Virginia could be forced to fire over 8,000 teachers.","education,state-budget,taxes",False
2,There are 3 million jobs available in America that are not filled because too many of our people dont have the skills for those jobs.,"economy,jobs",Half-True
2,President Obama has said he is going to cut veterans benefits.,"deficit,veterans",Half-True
2,Says Scott Walker is forcing some women to undergo a transvaginal probe to get an abortion.,"abortion,health-care,message-machine-2014,public-health,technology,women",Half-True
1,The insurance industry is actually run by mostly Democrats.,health-care,False
2,"Says a 9-year-old girl was recently raped in Austin, Texas, by a guy previously caught four times and released.","children,crime,criminal-justice,immigration",Half-True
2,"In a period of roughly 72 hours, a small group of angry black students managed to force the resignation of the two highest ranking officials at that school.","education,human-rights",Half-True
2,"By 2014, there will be one administrator for every teacher on college campuses in the United States.",education,Half-True
1,"Says as we sit right now, Medicare, if we do nothing, will be gone in eight years, if we do nothing to it.","health-care,medicare",False
1,We now have more jobs in solar than we do in oil.,"economy,energy,environment,jobs,labor",False
2,"In the Wisconsin health insurance exchange, the Society of Actuaries points out that therell be, according to them, an 82 percent increase in individual premiums over the next couple years under Obamacare.",health-care,Half-True
1,Rick Perry is taking money away from hurricane victims and diverting it to remodel the Governors Mansion.,"ethics,federal-budget,message-machine,state-budget",False
2,"Since 2010, America has put more people back to work than Europe, Japan, and all advanced economies combined.",economy,Half-True
2,Says Barack Obamas approval rating is right in the average for second-term presidents at this point.,polls,Half-True
1,On George Allens U.S. senate candidacy.,job-accomplishments,False
2,"Says there are ample means to tell when someone is a Christian in the Middle East ... by name, by where theyre born, their birth certificates.","foreign-policy,religion",Half-True
1,Justin Amash is rated Michigans No. 1 conservative by National Right to Life.,abortion,False
2,"Emails released to the public show Hillary Clinton discussed the location of Ambassador Stevens, who of course was murdered, in Libya.","candidates-biography,terrorism",Half-True
2,"You can hire lots of bureaucrats. Thats what the presidents done. Hes added 135,000 people to the government workforce.","jobs,new-hampshire-2012,workers",Half-True
2,"Under Rick Scott, there has been a historic $20 billion in funds for education.","corrections-and-updates,education",Half-True
1,Nine hundred people have been fired since I became secretary (of Veterans Affairs). Weve got 60 people that we fired who have manipulated wait times.,veterans,False
1,President Obamashealth care law is a government takeover of healthcare.,"health-care,market-regulation",False
2,Says private-sector job growth in 2011 places New Jersey in the top third among all of the states.,jobs,Half-True
2,"In Rhode Island, Nearly 9 percent of covered employees go out on short term disability every year, with an average outage from work of almost 12 weeks each.","disability,government-efficiency,labor,workers",Half-True
1,"Sen. Obama wants to ""enact the single largest tax increase since the Second World War.""",taxes,False
2,Any Republican that has led for two months and led every state has won the GOP nomination.,elections,Half-True
1,Both McCain and Bush favor tax breaks for oil companies.,energy,False
1,1 percent of candidates that (the National Rifle Association) endorsed in 2012 won.,"campaign-finance,guns,pundits",False
1,Says Donald Trumps polling numbers show that hes the highest with Hispanics that any Republican has ever been.,polls,False
2,"Marco Rubio wants to raise the Social Security retirement age, and cut benefits.","message-machine,social-security",Half-True
2,"Discretionary spending has increased over 20-some percent in two years if you dont include the stimulus. If you put in the stimulus, its over 80 percent.","economy,federal-budget,stimulus",Half-True
2,Oregon Health Plan rations covered procedures under certain circumstances,health-care,Half-True
2,On the Iran nuclear deal,"foreign-policy,israel,nuclear",Half-True
1,On charging a toll for motorists to use Ga. 400 after it was slated to expire,transportation,False
2,The startup rate of Hispanic businesses is three times the national rate.,"immigration,small-business",Half-True
2,Says he cut 'tax rates five times',"message-machine,taxes",Half-True
1,Bruce Starr was the only senator to vote for stronger ethics laws and greater accountability.,"ethics,message-machine",False
2,The Broward Republican Executive Committee had the liberal League of Women Voters Guide removed from the Broward Supervisor of Elections website.,elections,Half-True
2,"Judge Sotomayor has said ""that policy is made on the U.S. Court of Appeals.""","sotomayor-nomination,supreme-court",Half-True
1,"Says that as Providences mayor, David Cicilline said the city had a world-class school system. Not only did Providence not have a world-class school system but as measured, was amongst the last school system in the entire country.","education,job-accomplishments",False
2,"In 2002, Iran was more or less an American ally.",foreign-policy,Half-True
2,"He ""stood up to Barack Obama by passing legislation that prevents you from being forced to join government health plans or buy health insurance against your will.""",health-care,Half-True
2,Greg Abbott defended more than $5 billion in public school funding cuts in fighting hundreds of school districts in court.,"education,state-budget,state-finances",Half-True
1,The word progressive...was created as a substitute forcommunist.,history,False
1,"When Standard Poors dropped our credit rating, what they said is, we dont have an ability to repay our debt. ... I was proved right in my position that the debt ceiling should not have been raised.","deficit,federal-budget",False
2,"We do know that Romney personally approved over $70 million in fictional losses to the IRS as part of the notorious Son of Boss tax scandal, one of the largest tax avoidance schemes in history.","ethics,message-machine-2012,taxes",Half-True
2,Says his administration has made progress on border enforcement by putting more boots on the southern border than at any time in our history and reducing illegal crossings to their lowest levels in 40 years.,immigration,Half-True
1,The Chinese are there in Syria.,"foreign-policy,military",False
2,Youve seen where were now going from a $700 million surplus to getting into the next biennium with almost a $750 million deficit.,"state-budget,state-finances",Half-True
2,Says Russ Feingold wanted to get money out of politics. Now hes profiting from that same dark money.,"campaign-finance,candidates-biography,elections",Half-True
2,Says Detroit dumping a bunch of sewage in Lake Erie causes big problems for Ohio.,"agriculture,environment,water",Half-True
1,"Under Obamacare, Virginia taxpayers would have been forced to pay for abortions if the General Assembly had not recently intervened.","abortion,health-care,taxes",False
1,Says Patrick Murphy is the only candidate to have voted against every measure to fund Zika.,"congress,public-health,voting-record",False
1,"Were the seventh highest taxed state in America. And thats not just state, its local as well.",taxes,False
1,Says stimulus money went to buy electric cars from Finland as a payback to Obama supporters.,"energy,message-machine-2012,stimulus",False
1,Allen West called Social Security a Ponzi scheme and said this countrys got to get on sound footing by destroying it.,"message-machine,social-security",False
1,On eliminating the influence of money in policy campaigns,"campaign-finance,city-government,ethics",False
1,Homicides against blacks have tripled since Floridas stand your ground law has been in existence.,"crime,criminal-justice,diversity",False
1,"The downsizing of Pinellas County government resulted in about 1,200 people being laid off in a 12 percent unemployment market. I can tell you that every one of them was hired from the time that Ms. Latvala went into office in 2000.","county-budget,government-efficiency",False
2,Thanks to President Bush's policies....The income gap is now higher than at any time since the Great Depression.,economy,Half-True
2,Santorum also voted for a teapot museum in North Carolina.,"federal-budget,message-machine-2012,new-hampshire-2012",Half-True
2,"In Wisconsin, Gov. Scott Walker has created a manufacturing-led jobs recovery. 30,000 new jobs were created this year, with 15,000 created in the struggling manufacturing sector.","jobs,message-machine-2012",Half-True
2,"Polls indicate that white people think that black people are less intelligent. They think theyre less trustworthy, less patriotic.",civil-rights,Half-True
2,"If every small business in our state, on average, was able to create one new job we would cut our unemployment rate in half.","economy,small-business",Half-True
2,"An overwhelming majority of Americans support passage of the DREAM Act, which would provide a path to citizenship for undocumented youth willing to work for a college degree or serve in our armed forces.","education,families,immigration,military",Half-True
1,"Says Ohio Gov. John Kasich got lucky with a thing called fracking, which is why Ohio is doing well.","energy,environment,state-finances",False
1,"Says 7,000 millionaires gamed the system to pay no income taxes.","federal-budget,income,taxes",False
1,Says Barack Obama grew up in Kenya.,"candidates-biography,obama-birth-certificate",False
2,The state budget has actually grown by $4.6 billion under Gov. Scott Walkers actions.,"debt,medicaid,state-budget,state-finances,taxes",Half-True
1,Says Steve Jobs was responsible for creating more jobs than the stimulus bill.,jobs,False
1,Says that you cant destroy the guns purchased in a (gun) buyback program as the city (of Memphis) wants to do.,"city-government,guns",False
2,Says Rick Scott cut Bright Futures scholarships in half.,education,Half-True
2,Says President Barack Obama appointed Eric Holder as attorney general. Eric Holder said he viewed his mission as brainwashing the American people against guns.,"crime,criminal-justice,guns",Half-True
1,Says Patrick Murphy hasnt passed a single bill out of committee.,congress,False
1,No fracking waste is being dumped in New York State,"energy,environment",False
2,Says Oak Grove is one of the largest cities in Oregon and is the biggest city in Clackamas County and its not a city.,"census,city-government,county-government,population",Half-True
2,Says Mitt Romney pays less tax than the guys who installed his car elevators.,taxes,Half-True
2,Six out of 10 of the highest unemployment rates are also in so-called right to work states.,"jobs,workers",Half-True
